city,max-bedroom,min-bathroom,max-bathroom,min-carpet-area,max-carpet-area,min-total-area,max-total-area,property-type,facing,overlooking,parking,balcony,min-price,max-price,Furniture,Land Deed,Registry
Delhi,4,1,1,1255,1814,1220,3062,Independent House,Southwest,Main Road,Yes,Yes,3516420,21687394,Yes,Yes,Not Registered
Faridabad,5,4,4,1415,2942,1030,3871,Apartment,East,Pool,No,Yes,9257883,36010828,Yes,Yes,Registered
Noida,5,2,2,886,2076,1641,3366,Studio,Northeast,None,Yes,No,9903590,40918799,Yes,Yes,Registered
Gurgaon,1,1,4,1175,1742,1497,3566,Villa,Northeast,Pool,No,No,8073948,12776212,No,Yes,Registered
Delhi,4,4,1,972,1908,1699,3475,Apartment,North,Park,No,Yes,4316144,39898448,Yes,Yes,Registered
Noida,3,2,5,761,2622,1233,2141,Studio,Northeast,Main Road,Yes,No,3280744,12982372,Yes,Yes,Registered
Faridabad,1,3,5,683,2805,1732,3686,Studio,Northwest,Garden,No,Yes,4879380,49320899,Yes,Yes,Registered
Gurgaon,3,4,3,1188,1953,1527,2301,Independent House,East,Park,No,No,6617695,15625418,No,Yes,Registered
Faridabad,1,2,5,1178,2873,1463,2533,Studio,South,Pool,No,Yes,5495484,14123815,Yes,Yes,Registered
Gurgaon,4,3,4,709,2671,1494,2918,Independent House,West,None,No,No,7046692,48864859,Yes,Yes,Registered
Noida,3,1,4,1123,2059,1670,2183,Apartment,North,Park,No,No,6645410,37092024,No,Yes,Registered
Faridabad,3,1,5,529,1502,1724,3721,Apartment,Northwest,Pool,Yes,Yes,7118164,16790811,No,Yes,Registered
Ghaziabad,2,1,3,866,2738,1673,2123,Villa,West,Pool,No,Yes,8601940,16049491,No,Yes,Registered
Noida,5,1,3,872,1759,1400,2015,Studio,Northeast,Main Road,Yes,No,5928656,44431425,No,Yes,Registered
Ghaziabad,5,1,1,1002,2178,1817,2734,Studio,East,Main Road,Yes,Yes,8630167,27753582,Yes,Yes,Registered
Ghaziabad,2,3,3,768,1889,1365,2946,Villa,South,Garden,Yes,No,9075244,33010145,Yes,Yes,Registered
Noida,4,4,5,835,1881,1801,3303,Independent House,East,Pool,No,Yes,7829035,15902644,No,Yes,Registered
Faridabad,4,4,3,810,1500,1480,3747,Villa,North,Main Road,No,No,3218244,30716245,Yes,Yes,Registered
Delhi,4,2,4,624,2777,1367,2421,Apartment,East,Main Road,No,No,6966520,18200365,No,Yes,Registered
Ghaziabad,1,1,1,1426,2585,1729,3148,Apartment,East,None,No,No,3696459,23717724,No,Yes,Registered
Delhi,3,1,1,1449,2472,1301,2622,Independent House,West,Pool,Yes,Yes,5580928,24522723,Yes,Yes,Registered
Noida,2,4,2,1241,1868,1733,2135,Apartment,West,Pool,Yes,Yes,8224880,34933468,Yes,Yes,Registered
Gurgaon,4,2,2,707,2827,1674,3576,Apartment,Southwest,Park,Yes,No,6719017,25512775,Yes,Yes,Registered
Faridabad,2,1,5,1011,2398,1952,2244,Villa,Northwest,Park,Yes,Yes,8134502,32114755,No,Yes,Registered
Noida,5,2,2,847,2485,1459,2461,Studio,Southwest,None,Yes,Yes,3393372,17314459,Yes,Yes,Registered
Gurgaon,2,3,5,1139,2855,1202,3587,Independent House,West,Main Road,No,No,8846724,36139303,No,Yes,Not Registered
Gurgaon,2,4,5,767,2917,1490,3046,Apartment,West,Main Road,No,Yes,3429092,46985383,Yes,Yes,Registered
Gurgaon,5,4,2,689,2086,1978,2556,Villa,North,Pool,No,Yes,3181299,32636385,Yes,Yes,Registered
Noida,2,1,5,1299,2136,1034,2608,Studio,West,Garden,Yes,Yes,4844312,30364500,Yes,Yes,Registered
Faridabad,2,4,2,1472,1838,1985,3523,Apartment,Northwest,Park,No,No,8119469,36380978,Yes,Yes,Registered
Noida,2,4,5,722,2277,1293,3117,Studio,West,None,No,Yes,9467600,36802732,Yes,Yes,Registered
Faridabad,1,4,3,645,1917,1208,3144,Apartment,Southwest,Main Road,No,No,7296309,20506847,Yes,Yes,Registered
Delhi,3,3,1,930,1643,1643,3146,Apartment,Southeast,Park,No,Yes,2323953,30216131,No,Yes,Registered
Noida,1,3,3,824,2479,1492,3387,Villa,Northeast,Garden,No,No,6397855,49588467,Yes,Yes,Registered
Delhi,4,1,1,774,1512,1681,2428,Villa,Southeast,Park,Yes,No,9884814,41855522,Yes,Yes,Not Registered
Ghaziabad,5,4,5,1080,2140,1756,2965,Independent House,Southwest,Pool,No,No,4683952,42856688,Yes,Yes,Registered
Gurgaon,2,4,5,850,1567,1611,3131,Apartment,South,None,Yes,No,6666990,21197750,Yes,Yes,Registered
Faridabad,4,4,2,687,2839,1702,3428,Apartment,North,Pool,Yes,Yes,4743359,43461503,No,Yes,Registered
Ghaziabad,5,2,3,719,2566,1253,3811,Villa,Southwest,Garden,No,Yes,9962295,44665213,No,Yes,Registered
Ghaziabad,4,2,5,727,2992,1786,2037,Studio,South,Garden,No,No,7814519,47595164,No,Yes,Registered
Gurgaon,1,1,4,703,2209,1603,2746,Villa,West,Main Road,No,No,5701617,46907824,No,Yes,Not Registered
Delhi,2,2,5,1351,2690,1866,2414,Apartment,Northwest,Garden,Yes,No,3760865,49573440,Yes,Yes,Registered
Faridabad,3,3,3,1434,2921,1539,2531,Villa,Northeast,Park,Yes,No,6477419,20120768,No,Yes,Registered
Noida,3,3,3,1051,2205,1876,2822,Villa,Southeast,Garden,No,No,8986064,22111533,Yes,Yes,Registered
Gurgaon,2,1,3,828,2161,1968,3735,Studio,West,Pool,Yes,Yes,5935801,32234820,Yes,Yes,Registered
Ghaziabad,2,1,4,971,1977,1191,3077,Apartment,West,None,Yes,Yes,5296750,44032397,No,Yes,Registered
Delhi,3,2,5,1162,2518,1178,2436,Villa,East,Park,Yes,No,2155162,16623071,Yes,Yes,Not Registered
Gurgaon,1,2,4,1377,2957,1226,2777,Studio,East,Park,No,Yes,4235355,12910615,No,Yes,Registered
Ghaziabad,1,2,3,1235,2177,1633,2039,Apartment,Southwest,Garden,No,No,6874099,42151322,Yes,Yes,Registered
Gurgaon,1,2,1,1355,2896,1793,2179,Apartment,Northwest,Main Road,No,No,8926474,19156543,Yes,Yes,Not Registered
Gurgaon,5,3,3,1011,2649,1406,2040,Apartment,Northwest,None,No,No,3622255,23624290,Yes,Yes,Registered
Faridabad,1,4,3,997,2770,1397,3855,Independent House,Southeast,Garden,Yes,No,4786350,33743297,No,Yes,Registered
Faridabad,4,1,2,695,2469,1500,3108,Studio,Northeast,Pool,Yes,Yes,6501435,29439953,No,Yes,Registered
Noida,5,1,2,1180,2142,1545,3238,Studio,North,None,No,No,6592030,44442678,No,Yes,Registered
Ghaziabad,2,1,2,992,2614,1806,2587,Studio,West,None,Yes,Yes,9114683,30143299,No,Yes,Registered
Faridabad,3,2,2,638,1527,1316,3025,Studio,Northwest,Garden,No,Yes,2357275,40522449,No,Yes,Registered
Faridabad,2,3,4,1269,2904,1475,3271,Studio,North,Pool,Yes,No,8684176,40772396,No,Yes,Registered
Delhi,2,3,2,775,2264,1183,3032,Villa,Northeast,Main Road,No,Yes,9568882,32375954,Yes,Yes,Registered
Ghaziabad,2,1,2,693,2302,1120,2727,Villa,North,Park,No,Yes,6997594,16492941,Yes,Yes,Registered
Noida,3,4,2,1473,1998,1432,2069,Studio,Southwest,Park,Yes,No,9324805,29436112,Yes,Yes,Registered
Delhi,2,1,4,652,1712,1629,2042,Studio,West,None,Yes,Yes,2265458,16640472,No,Yes,Not Registered
Delhi,1,1,2,1215,2330,1875,3464,Apartment,Southwest,None,No,Yes,8321976,18688527,No,Yes,Registered
Noida,2,2,1,702,1849,1465,3189,Studio,Northwest,Garden,No,Yes,7300436,26286364,No,Yes,Registered
Faridabad,5,4,3,1338,1730,1629,3145,Apartment,Southeast,Main Road,Yes,No,7799047,38643023,Yes,Yes,Registered
Delhi,5,3,3,662,2222,1911,2679,Villa,East,Garden,Yes,Yes,2050614,15959971,Yes,Yes,Registered
Ghaziabad,3,3,1,635,1810,1241,3939,Apartment,Southeast,Park,Yes,Yes,2939909,47209347,No,Yes,Registered
Faridabad,1,1,1,754,2128,1088,2254,Studio,North,Main Road,No,No,4026675,38828615,Yes,Yes,Registered
Faridabad,3,3,3,852,2727,1522,3245,Apartment,Northwest,Main Road,Yes,No,3275337,15281179,No,Yes,Registered
Ghaziabad,5,1,2,921,2144,1411,3281,Studio,Southeast,Pool,No,Yes,9439188,13024270,No,Yes,Registered
Noida,5,2,5,1485,2966,1550,3766,Independent House,Northeast,Garden,Yes,Yes,3680037,23848834,Yes,Yes,Registered
Gurgaon,2,1,2,1397,2505,1660,2931,Villa,South,Park,No,Yes,3088279,44554096,Yes,Yes,Registered
Noida,3,2,3,684,2446,1162,3066,Independent House,South,Garden,Yes,No,7206100,22563647,Yes,Yes,Not Registered
Faridabad,3,1,2,650,2211,1962,3283,Villa,Southwest,Main Road,No,No,7644273,34844692,Yes,Yes,Registered
Delhi,2,1,2,782,2820,1663,2114,Villa,Southwest,Pool,No,Yes,9996459,39945134,Yes,Yes,Registered
Gurgaon,1,1,2,784,1612,1430,2972,Apartment,Northwest,Pool,No,Yes,6629713,36219314,Yes,Yes,Registered
Delhi,5,3,3,1208,2346,1086,2056,Studio,West,Main Road,Yes,No,5527732,28536149,Yes,Yes,Registered
Noida,2,4,3,1318,2969,1884,2024,Independent House,Southwest,Main Road,Yes,Yes,9330404,19051759,Yes,Yes,Registered
Faridabad,1,3,2,1370,1706,1876,3341,Villa,Southeast,Garden,Yes,No,7030732,36966169,No,Yes,Registered
Faridabad,5,2,2,1375,1634,1239,2919,Studio,Northwest,Park,Yes,Yes,4884363,49407802,Yes,Yes,Registered
Delhi,2,2,5,826,1837,1150,2736,Independent House,North,None,No,Yes,2189224,19598217,No,Yes,Registered
Delhi,1,1,1,1003,2146,1367,3218,Apartment,North,Park,Yes,Yes,2940946,37468498,No,Yes,Registered
Faridabad,2,1,4,1107,1544,1427,2237,Independent House,East,Main Road,Yes,Yes,6541546,17782092,No,Yes,Registered
Gurgaon,5,2,4,829,1957,1988,3557,Independent House,West,Main Road,No,Yes,9728174,34784592,Yes,Yes,Registered
Ghaziabad,1,4,3,500,2991,1367,3739,Studio,East,Park,No,No,9543767,48419040,No,Yes,Registered
Noida,2,2,4,662,1713,1186,2542,Villa,East,Pool,Yes,No,9546245,20096654,Yes,Yes,Registered
Delhi,2,1,5,674,2626,1658,2049,Villa,Northwest,Garden,No,No,9535025,25750896,No,Yes,Registered
Gurgaon,1,1,2,1273,1586,1789,2832,Studio,East,Pool,Yes,No,4454451,22711400,No,Yes,Not Registered
Noida,5,4,3,831,1641,1116,2245,Villa,North,None,Yes,No,3734087,14435201,Yes,Yes,Registered
Gurgaon,3,4,1,717,2999,1922,3515,Villa,North,Garden,Yes,No,3424056,31891325,No,Yes,Registered
Faridabad,3,3,3,877,2306,1541,2143,Independent House,Northwest,None,No,Yes,4632398,47362754,Yes,Yes,Registered
Gurgaon,1,4,5,887,2000,1266,3091,Independent House,West,Garden,Yes,Yes,3927059,14777708,Yes,Yes,Registered
Gurgaon,5,4,4,942,1935,1925,2616,Studio,West,Park,No,No,3879101,38713696,Yes,Yes,Registered
Faridabad,2,1,2,886,2770,1910,2364,Independent House,Northeast,Pool,Yes,Yes,6345324,46031546,No,Yes,Registered
Noida,1,2,4,1358,2163,1494,2051,Villa,Northwest,Main Road,Yes,No,2698006,22045474,Yes,Yes,Registered
Faridabad,1,1,2,797,2790,1077,2437,Studio,Southeast,Park,No,No,5868115,16984221,Yes,Yes,Registered
Gurgaon,2,4,5,534,2902,1095,2922,Apartment,Northeast,Pool,Yes,Yes,3117268,22373483,No,Yes,Not Registered
Ghaziabad,4,2,2,542,1924,1416,2009,Villa,North,Garden,Yes,No,4473515,38003361,No,Yes,Registered
Faridabad,5,1,5,1001,1617,1290,3357,Apartment,East,Main Road,No,No,5290019,42333449,Yes,Yes,Registered
Faridabad,4,2,4,1330,2746,1778,3781,Studio,Southeast,Park,No,Yes,9703195,21264411,Yes,Yes,Registered
Faridabad,1,3,2,785,2127,1300,3437,Independent House,East,Park,No,Yes,3734912,13367289,Yes,Yes,Registered
Gurgaon,5,2,3,1029,2794,1014,3143,Independent House,Southeast,Park,Yes,Yes,4398397,22388272,No,Yes,Registered
Ghaziabad,1,3,4,1290,2391,1651,3391,Studio,South,Pool,Yes,Yes,8973962,34258726,No,Yes,Registered
Gurgaon,5,4,1,794,1914,1542,2391,Studio,North,Main Road,No,No,9975463,24138888,Yes,Yes,Registered
Faridabad,5,4,2,1399,1786,1783,3604,Independent House,South,Main Road,No,Yes,3353846,33057350,Yes,Yes,Registered
Ghaziabad,2,4,4,1242,2984,1712,2918,Studio,Southwest,None,No,No,2818527,44810615,No,Yes,Registered
Faridabad,5,3,2,991,2233,1545,2277,Apartment,Southeast,None,No,Yes,2034818,39987927,Yes,Yes,Registered
Delhi,4,1,5,530,2838,1149,2749,Villa,Southwest,Main Road,Yes,No,6651853,39452693,No,Yes,Registered
Ghaziabad,3,1,3,1386,1604,1809,3706,Apartment,Southeast,None,No,No,6722095,49865003,Yes,No,Registered
Noida,4,3,2,1348,2258,1664,2782,Studio,Southwest,Park,Yes,No,9985570,29075002,Yes,Yes,Registered
Ghaziabad,1,3,5,1406,1743,1338,3120,Apartment,Northeast,None,No,Yes,9020344,33941709,Yes,Yes,Registered
Gurgaon,1,3,3,810,2103,1986,3568,Villa,West,None,No,No,9802764,23886711,Yes,Yes,Registered
Faridabad,2,1,3,668,1919,1286,2441,Apartment,West,Pool,Yes,Yes,9492200,14257780,Yes,Yes,Registered
Faridabad,1,1,1,551,1626,1192,3870,Studio,South,Garden,No,Yes,4690213,28651917,Yes,Yes,Registered
Delhi,4,4,1,1456,1890,1439,2861,Studio,Southwest,Park,No,No,5265059,13190710,No,Yes,Registered
Delhi,4,4,5,849,2029,1340,2611,Studio,Northeast,None,No,No,8139496,18100815,Yes,Yes,Registered
Gurgaon,5,3,5,827,1910,1038,3225,Villa,North,Park,Yes,Yes,8402106,48220793,No,Yes,Registered
Faridabad,3,1,2,1094,1753,1908,3429,Villa,Northeast,None,Yes,No,2688710,47036709,No,Yes,Registered
Delhi,3,2,5,1327,1547,1092,2756,Villa,Southeast,Main Road,No,No,8303098,17646575,Yes,Yes,Registered
Delhi,1,3,5,726,1592,1155,3411,Villa,Northwest,Garden,No,No,9680151,44533116,Yes,Yes,Registered
Gurgaon,3,1,4,1477,2347,1946,2937,Villa,Southeast,Garden,No,No,4989928,21965770,No,Yes,Registered
Noida,4,4,2,761,1924,1730,2084,Apartment,Southeast,None,No,Yes,4561526,20270548,Yes,Yes,Registered
Noida,5,4,2,1217,2145,1654,2298,Apartment,Southeast,Pool,Yes,Yes,5695017,26074480,No,Yes,Registered
Noida,1,3,4,1114,2207,1320,2018,Studio,East,Pool,No,No,5413168,29748324,Yes,Yes,Registered
Ghaziabad,1,3,2,866,2681,1100,2091,Apartment,Northwest,Garden,No,Yes,5082814,36219379,Yes,Yes,Registered
Delhi,3,4,1,922,2775,1241,3172,Studio,South,None,No,No,9522555,20254806,Yes,Yes,Registered
Gurgaon,1,1,5,1405,1842,1319,3552,Villa,South,Park,Yes,No,7512413,22106005,No,Yes,Registered
Delhi,4,3,2,1388,2329,1552,3051,Apartment,Northeast,Main Road,No,No,7939281,39080087,Yes,Yes,Registered
Faridabad,2,4,5,1253,2588,1560,3725,Apartment,North,Garden,No,Yes,9022125,28727799,No,Yes,Registered
Noida,1,4,4,584,2323,1165,2747,Studio,East,None,No,Yes,8114838,19095009,Yes,Yes,Registered
Faridabad,4,2,2,1267,2897,1777,2348,Studio,Southeast,Garden,Yes,No,9080079,22085115,No,Yes,Registered
Ghaziabad,4,4,5,1137,2510,1709,3518,Villa,Southwest,Park,No,No,8291570,49695870,No,Yes,Registered
Faridabad,5,1,3,1489,1511,1012,2354,Studio,East,Main Road,No,Yes,3891454,39953389,Yes,Yes,Registered
Delhi,3,2,3,736,1764,1562,3437,Apartment,North,Pool,No,Yes,7078150,47356255,Yes,Yes,Registered
Noida,2,1,4,730,2761,1292,2508,Villa,North,Pool,Yes,Yes,8641190,20882622,No,Yes,Registered
Ghaziabad,5,3,5,714,2898,1316,2008,Apartment,Southwest,Garden,No,Yes,6216975,17790310,Yes,Yes,Registered
Ghaziabad,5,1,2,1045,2150,1598,3467,Apartment,South,Main Road,Yes,Yes,6168925,46449520,No,Yes,Registered
Ghaziabad,4,3,2,1143,2563,1274,2416,Villa,East,Main Road,No,No,7839803,26030115,No,Yes,Registered
Faridabad,4,2,4,1126,2155,1571,3991,Apartment,Northeast,Park,Yes,Yes,5517948,41750171,No,Yes,Registered
Noida,2,1,1,1385,2436,1216,3847,Apartment,East,None,Yes,No,9154796,15539821,Yes,Yes,Not Registered
Delhi,5,3,2,1308,1804,1798,3669,Studio,Southeast,Garden,Yes,Yes,4395149,24527122,No,Yes,Registered
Ghaziabad,5,3,2,873,2253,1555,3994,Independent House,South,Garden,No,No,5306479,28169016,Yes,Yes,Registered
Noida,2,2,5,978,2695,1386,2241,Apartment,West,Main Road,Yes,No,8441015,21168423,No,Yes,Registered
Gurgaon,2,2,3,850,1665,1597,3305,Villa,Northeast,Main Road,Yes,No,9213734,46090711,Yes,Yes,Registered
Ghaziabad,3,3,4,777,2458,1546,2975,Villa,Southeast,Park,No,Yes,8823823,35674815,Yes,Yes,Registered
Noida,2,4,3,607,1955,1472,3400,Studio,North,Garden,Yes,Yes,6629005,22542436,Yes,Yes,Registered
Noida,4,4,4,645,2731,1286,2897,Villa,North,Park,No,Yes,6735801,39372044,Yes,Yes,Registered
Noida,2,4,2,570,2588,1596,2385,Independent House,West,Garden,No,No,7029088,24626753,No,Yes,Registered
Faridabad,3,3,4,603,2358,1719,3878,Apartment,West,Main Road,No,No,4399753,30016988,Yes,Yes,Registered
Ghaziabad,3,3,3,1229,1533,1619,3551,Apartment,South,Main Road,Yes,Yes,3865841,49648627,Yes,Yes,Registered
Delhi,4,2,3,941,1864,1610,2587,Independent House,Northeast,Park,No,No,9133239,12666615,Yes,Yes,Registered
Ghaziabad,2,1,2,1233,2915,1403,3712,Apartment,Southeast,Pool,No,Yes,5499649,23845960,No,Yes,Not Registered
Noida,3,2,1,1418,2015,1320,2995,Villa,Southeast,Pool,No,Yes,9425725,44612968,Yes,Yes,Not Registered
Noida,3,2,4,682,1820,1885,2071,Apartment,South,Pool,No,Yes,9289538,48822729,Yes,Yes,Registered
Gurgaon,3,4,5,1430,2530,1911,2614,Villa,South,Garden,No,Yes,9489155,35463690,Yes,Yes,Registered
Delhi,4,4,1,500,2255,1310,3596,Apartment,East,Park,No,No,6373643,29489729,No,Yes,Registered
Ghaziabad,4,1,1,1229,2074,1211,2371,Independent House,East,Garden,Yes,No,2190701,33227838,Yes,Yes,Not Registered
Faridabad,2,3,5,731,2778,1334,3751,Studio,Southeast,None,Yes,Yes,4084471,26359941,No,Yes,Registered
Gurgaon,5,1,2,509,2762,1409,3945,Independent House,East,None,Yes,Yes,6157934,40554835,No,Yes,Registered
Faridabad,3,1,5,1251,2280,1865,2462,Studio,Southwest,Park,Yes,No,7492276,44435095,Yes,Yes,Registered
Delhi,4,2,3,860,1800,1200,3782,Studio,Northwest,Main Road,Yes,No,5861548,49266528,No,Yes,Registered
Gurgaon,1,4,4,705,1543,1552,3464,Apartment,Southwest,None,Yes,No,9740131,23782393,No,Yes,Registered
Gurgaon,3,3,5,942,1734,1049,2555,Apartment,North,None,No,No,8607383,14302149,Yes,Yes,Registered
Gurgaon,4,2,3,647,2987,1895,3253,Studio,Southeast,Garden,No,Yes,9306775,22634472,No,Yes,Registered
Delhi,3,1,1,1257,2843,1894,3885,Studio,East,Park,No,Yes,7798697,34030333,Yes,Yes,Registered
Faridabad,2,2,1,1168,1934,1132,2551,Studio,East,Garden,Yes,Yes,9749289,24335809,Yes,Yes,Registered
Ghaziabad,5,3,1,661,2916,1357,2691,Villa,Northeast,Main Road,No,Yes,7332969,23050782,Yes,Yes,Registered
Noida,2,1,4,1444,2937,1195,3235,Independent House,Southeast,Park,Yes,No,8016696,36413579,No,Yes,Registered
Ghaziabad,5,4,1,1325,1619,1924,2838,Studio,Southwest,None,No,Yes,4262669,41744854,Yes,Yes,Not Registered
Ghaziabad,4,4,3,987,2298,1774,3844,Studio,North,Main Road,Yes,Yes,5988375,45825772,Yes,Yes,Registered
Delhi,3,2,5,714,2225,1094,2490,Studio,Northeast,None,No,No,5900528,17516016,No,Yes,Registered
Gurgaon,4,1,1,1079,1700,1656,2976,Studio,North,None,Yes,No,9986290,14184923,No,Yes,Registered
Delhi,5,4,3,1476,1780,1566,2688,Villa,Northwest,None,No,Yes,9452149,22779217,Yes,Yes,Registered
Gurgaon,5,3,1,1055,2799,1977,2016,Independent House,Northwest,Main Road,No,No,5946430,35915451,Yes,Yes,Registered
Ghaziabad,3,4,4,1251,2675,1687,3793,Villa,West,Main Road,Yes,No,5180811,36797204,Yes,Yes,Registered
Noida,2,2,4,935,1647,1528,2521,Studio,Northwest,Pool,No,Yes,6377571,15554161,Yes,Yes,Registered
Noida,3,4,5,690,2107,1926,3415,Studio,Northwest,Park,No,Yes,9678296,22751650,Yes,Yes,Registered
Noida,3,2,2,645,2160,1817,3146,Apartment,Northeast,Main Road,No,No,8551545,43442135,Yes,Yes,Registered
Ghaziabad,4,2,4,1011,2955,1694,2247,Apartment,South,Main Road,Yes,Yes,6547047,45255609,No,Yes,Registered
Gurgaon,3,2,4,554,2529,1233,3452,Studio,Southeast,Pool,Yes,Yes,3762690,41074487,Yes,Yes,Registered
Ghaziabad,4,4,5,904,2441,1018,2142,Studio,South,Garden,No,Yes,7730139,13684854,Yes,Yes,Registered
Faridabad,3,3,3,1320,1501,1756,2019,Apartment,West,Main Road,Yes,No,9393444,37381697,Yes,Yes,Registered
Gurgaon,3,4,5,1355,1784,1365,2236,Villa,Northeast,None,No,No,9753921,35212651,Yes,Yes,Registered
Delhi,4,2,2,665,2308,1490,2226,Apartment,Southeast,Main Road,No,No,5502539,22196131,Yes,Yes,Registered
Noida,1,3,1,807,2228,1277,2227,Independent House,South,Pool,Yes,No,7288325,16796708,Yes,Yes,Registered
Noida,3,2,2,887,2066,1530,3765,Apartment,East,Park,Yes,Yes,6505793,25033818,Yes,Yes,Registered
Delhi,4,1,3,1332,2292,1217,3361,Studio,Northeast,None,Yes,Yes,9768823,45491078,Yes,Yes,Registered
Delhi,5,1,2,1249,2866,1593,2658,Studio,Northwest,Garden,Yes,No,8128213,31894541,Yes,Yes,Registered
Faridabad,3,4,1,1449,1979,1760,2919,Villa,Northwest,Pool,No,Yes,3336574,36028805,Yes,Yes,Registered
Gurgaon,4,1,1,1024,2460,1248,2704,Apartment,East,None,No,Yes,7768674,28116196,No,Yes,Registered
Gurgaon,1,4,3,662,2653,1560,3036,Apartment,Southwest,Main Road,Yes,Yes,9714776,37289149,No,Yes,Registered
Noida,2,2,1,608,2197,1618,3961,Studio,Northeast,Pool,Yes,No,7335861,32004316,Yes,Yes,Registered
Faridabad,5,3,4,777,2014,1695,2834,Apartment,Northeast,Garden,Yes,Yes,7563616,34014890,No,Yes,Registered
Faridabad,3,2,1,620,1743,1334,2644,Apartment,Southwest,Main Road,No,No,4758197,48422288,Yes,Yes,Registered
Delhi,5,2,1,1264,1814,1348,2093,Independent House,Northwest,Garden,No,Yes,8206479,19744285,Yes,Yes,Registered
Faridabad,2,2,1,1361,2379,1014,2329,Studio,East,Park,No,Yes,8963537,15647240,Yes,Yes,Registered
Noida,3,2,5,923,2581,1923,2520,Villa,Northeast,None,No,No,8946232,13506773,Yes,Yes,Registered
Faridabad,4,3,5,1364,2624,1437,3388,Independent House,Southwest,None,Yes,No,2107847,25731200,Yes,Yes,Registered
Ghaziabad,5,4,2,1277,1973,1630,3079,Studio,South,Garden,No,Yes,8636489,46010264,Yes,Yes,Registered
Noida,4,1,3,812,2821,1611,2895,Apartment,North,Garden,No,No,7478214,33129431,No,Yes,Registered
Noida,1,3,2,827,2318,1129,3482,Apartment,Northeast,None,Yes,Yes,9408639,17543762,Yes,Yes,Not Registered
Noida,5,1,4,815,1681,1135,3526,Studio,East,Garden,No,No,2943271,47079846,No,Yes,Registered
Gurgaon,4,2,4,1045,2864,1184,2579,Villa,Northwest,None,Yes,No,9879219,24930750,Yes,Yes,Registered
Delhi,2,3,4,1289,2065,1405,2143,Apartment,South,None,No,No,6420232,31024007,No,Yes,Registered
Delhi,2,4,1,1090,2898,1029,3658,Independent House,North,Park,No,No,8857507,31075078,Yes,Yes,Not Registered
Noida,1,1,2,1468,2065,1108,2477,Apartment,Northwest,Garden,No,No,5442614,25164803,Yes,Yes,Registered
Delhi,5,1,4,1024,1659,1467,3497,Studio,North,Main Road,Yes,No,6115515,47533601,Yes,Yes,Registered
Faridabad,5,1,1,1136,2694,1063,3889,Studio,Northwest,Garden,No,No,8698796,16047746,Yes,Yes,Registered
Gurgaon,3,2,5,640,1696,1192,2249,Studio,Southwest,None,No,No,2644198,14155408,Yes,Yes,Registered
Delhi,3,4,5,531,2070,1706,3456,Independent House,Northeast,Pool,Yes,Yes,7466550,25905990,Yes,Yes,Registered
Faridabad,3,1,2,1434,1721,1920,3779,Villa,West,Garden,No,No,3911730,45182982,No,Yes,Registered
Gurgaon,4,1,5,859,2647,1114,3458,Independent House,North,Park,Yes,Yes,9780198,43971526,No,Yes,Registered
Delhi,1,3,5,576,2325,1964,2002,Villa,Northwest,None,No,Yes,9999700,33613272,Yes,Yes,Registered
Faridabad,1,1,1,649,2840,1876,3503,Villa,Northwest,Main Road,Yes,No,8197779,45974870,Yes,Yes,Registered
Delhi,4,1,1,688,1652,1769,2587,Independent House,North,Park,No,No,8357147,22971463,Yes,Yes,Registered
Delhi,5,2,1,1012,2885,1917,3347,Independent House,West,Pool,No,Yes,6727039,37935580,No,Yes,Registered
Faridabad,4,2,1,839,2408,1228,2979,Apartment,Southeast,Pool,No,Yes,2558572,15033431,Yes,Yes,Registered
Noida,5,1,2,1118,2156,1280,3381,Independent House,Northwest,Park,Yes,Yes,6320059,34802762,Yes,Yes,Registered
Ghaziabad,4,3,1,973,2978,1227,2691,Studio,North,Garden,Yes,No,5167440,48809295,Yes,Yes,Registered
Ghaziabad,3,3,5,972,2168,1130,3549,Independent House,Southeast,Park,No,No,3644176,40157039,Yes,Yes,Registered
Faridabad,2,3,1,548,2595,1153,3541,Villa,Northeast,Pool,Yes,No,3981917,12546758,No,Yes,Not Registered
Faridabad,5,1,5,1105,1664,1055,2851,Villa,Northwest,Garden,Yes,No,3715489,35790857,No,Yes,Not Registered
Gurgaon,1,2,4,716,2515,1053,2063,Villa,East,Main Road,No,Yes,6102445,24018263,No,Yes,Registered
Delhi,4,2,5,1174,2569,1913,2279,Independent House,Northwest,Main Road,Yes,No,7518733,28695027,Yes,Yes,Registered
Delhi,3,3,4,576,2318,1239,3430,Independent House,West,Garden,Yes,No,8853191,19097675,Yes,Yes,Not Registered
Gurgaon,2,2,3,795,2007,1658,3865,Studio,Northeast,Garden,Yes,Yes,3907638,24613714,Yes,Yes,Registered
Faridabad,1,2,5,1071,1969,1719,3759,Apartment,West,Garden,No,No,6633569,26114496,Yes,Yes,Registered
Faridabad,5,1,3,931,2285,1152,2193,Apartment,Northeast,Park,Yes,Yes,7613689,41622866,Yes,Yes,Registered
Ghaziabad,3,4,5,1119,2791,1349,2742,Independent House,East,Main Road,Yes,Yes,5477639,25413708,No,Yes,Registered
Faridabad,1,4,4,635,1719,1279,2099,Apartment,East,Park,Yes,No,5670959,12539292,Yes,Yes,Registered
Delhi,1,3,4,1268,2394,1964,3575,Villa,Southeast,Pool,Yes,Yes,4521250,14964979,Yes,Yes,Not Registered
