Name,Price,property,status,floor,transaction,facing,overlooking,ownership,bathroom,balcony,city,location,Rate_per_sqft,bedroom,total_area,year,Registry,Land Deed,Furniture
1 BHK House for Sale in Uttam Nagar New Delhi,6942334.868,Unknown,Ready to Move,2 out of 13,Resale,Not specified,Road,Not specified,1,2,Delhi, Uttam Nagar New Delhi,6667,1,299.9850007,2021,Registered,Yes,Yes
"2 BHK Flat for Sale in Ireo Victory Valley, Sector 67, Gurgaon",59009846.38,Unknown,Ready to Move,3 out of 3,Resale,Not specified,Road,Not specified,2,2,Gurgaon, Ireo Victory Valley,11348,2,1498.061332,2021,Registered,No,Yes
"2 BHK Flat for Sale in Ireo The Corridors, Sector 67A, Gurgaon",46860760.36,Unknown,Ready to Move,4 out of 11,New Property,Not specified,Road,Not specified,2,2,Gurgaon, Ireo The Corridors,10417,2,1295.958529,2021,Registered,No,Yes
"2 BHK Flat for Sale in Vikram Vihar, Lajpat Nagar, New Delhi",41654009.21,Unknown,Ready to Move,14 out of 34,Resale,Not specified,Road,Not specified,2,2,Delhi, Vikram Vihar,6328,2,1896.333755,2021,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Oxirich Avenue, Indirapuram, Ghaziabad",38877075.26,Unknown,Ready to Move,2 out of 4,New Property,Not specified,Road,Not specified,3,2,Ghaziabad, Oxirich Avenue,11370,3,985.0483729,2021,Registered,Yes,Yes
"3 BHK Flat for Sale in Veena Apartment, Dwarka Sector 22, New Delhi",78101267.27,Unknown,Ready to Move,7 out of 10,Resale,North - East,"Garden/Park, Main Road",Freehold,3,3,Delhi, Veena Apartment,7168,3,3138.950893,2021,Registered,No,No
"3 BHK Flat for Sale in Ansal Esencia Sovereign Floors, Esencia, Sector 67, Sohna Road, Gurgaon",38529958.52,Unknown,Ready to Move,1 out of 2,Resale,North - East,Main Road,Leasehold,3,4,Gurgaon, Ansal Esencia Sovereign Floors,9259,3,1198.833567,2021,Registered,Yes,No
3 BHK House for Sale in Sant Nagar New Delhi,26033755.76,Unknown,Ready to Move,Ground out of 3,Resale,North - East,Main Road,Freehold,2,2,Delhi, Sant Nagar New Delhi,9496,3,789.8062342,2021,Registered,No,Yes
2 BHK House for Sale in Sector XU 1 Greater Noida,31934740.39,Unknown,Ready to Move,1 out of 4,Resale,North,Garden/Park,Freehold,2,1,Noida, Sector XU 1 Greater Noida,4900,2,1877.55102,2021,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Shipra Sun City, Shipra Suncity, Indirapuram, Ghaziabad",19091420.89,Unknown,Ready to Move,2 out of 4,Resale,South -West,"Garden/Park, Main Road",Leasehold,2,3,Ghaziabad, Shipra Sun City,6400,2,859.375,2021,Not Registered,Yes,No
"3 BHK Flat for Sale in Trehan Luxury Floors, Golf course Extension Road, Gurgaon",43389592.93,Unknown,Ready to Move,2 out of 3,New Property,Not specified,Road,Not specified,3,2,Gurgaon, Trehan Luxury Floors,6400,3,1953.125,2021,Registered,Yes,Yes
"3 BHK Flat for Sale in Sector 67A, Gurgaon",43389592.93,Unknown,Ready to Move,Ground out of 1,New Property,Not specified,Road,Not specified,3,7,Gurgaon, Sector 67A,5833,3,2142.979599,2021,Registered,Yes,Yes
2 BHK House for Sale in Noida Extention Greater Noida,14578903.22,Unknown,Ready to Move,5 out of 12,Resale,Not specified,Road,Not specified,2,1,Noida, Noida Extention Greater Noida,4167,2,1007.919366,2021,Registered,Yes,No
3 BHK House for Sale in Kalkaji New Delhi,17355837.17,Unknown,Ready to Move,3 out of 3,Resale,Not specified,Road,Not specified,2,2,Delhi, Kalkaji New Delhi,6857,3,729.181858,2021,Registered,Yes,Yes
"7 BHK Villa for Sale in Taj Expressway, Greater Noida West Noida",86779185.85,Unknown,Ready to Move,1 out of 5,Resale,Not specified,Road,Not specified,7,2,Noida, Taj Expressway,5375,7,4651.162791,2021,Registered,Yes,Yes
"4 BHK Flat for Sale in Shivaji Nagar, Sector 11, Gurgaon",41654009.21,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,4,2,Gurgaon, Shivaji Nagar,19667,4,610.1591498,2021,Registered,Yes,Yes
"2 BHK Flat for Sale in Shivaji Nagar, Sector 11, Gurgaon",14926019.97,Unknown,Ready to Move,2 out of 5,Resale,Not specified,Road,Not specified,2,2,Gurgaon, Shivaji Nagar,8774,2,490.0843401,2021,Not Registered,Yes,No
"3 BHK Flat for Sale in DDA Flats Sector E Pocket 2, Vasant Kunj, New Delhi",102399439.3,Unknown,Ready to Move,1 out of 1,Resale,Not specified,Road,Not specified,3,2,Delhi, DDA Flats Sector E Pocket 2,5833,3,5057.431853,2021,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Rohini Sector 22, New Delhi",29504923.19,Unknown,Ready to Move,10 out of 18,Resale,Not specified,Road,Not specified,2,2,Delhi, Rohini Sector 22,3583,3,2372.313704,2021,Registered,Yes,Yes
"1 BHK Flat for Sale in Sector 82, Dadri Road, Noida",12149086.02,Unknown,Ready to Move,Ground out of 20,Resale,Not specified,Road,Not specified,1,2,Noida, Sector 82,4167,1,839.9328054,2021,Registered,Yes,Yes
"6 BHK Flat for Sale in Shivaji Nagar, Sector 11, Gurgaon",4477805.99,Unknown,Ready to Move,3 out of 4,Resale,Not specified,Road,Not specified,8,2,Gurgaon, Shivaji Nagar,7011,6,183.9965768,2021,Not Registered,Yes,Yes
" Studio Apartment for Sale in Alpha 2, Greater Noida",11651583.58,Unknown,Ready to Move,1 out of 4,Resale,Not specified,Road,Not specified,5,2,Noida, Alpha 2,7222,1,473.5530324,2022,Registered,Yes,Yes
"4 BHK Flat for Sale in Aarcity Regency Park, Greater Noida West, Greater Noida",40882749.41,Unknown,Ready to Move,13 out of 19,Resale,Not specified,Road,Not specified,2,2,Noida, Aarcity Regency Park,5769,4,2080.083203,2022,Not Registered,No,No
3 BHK House for Sale in Sector 62 Faridabad,20441374.7,Unknown,Ready to Move,Ground out of 18,Resale,Not specified,Road,Not specified,3,2,Faridabad, Sector 62 Faridabad,4364,3,1374.885426,2022,Registered,Yes,No
"3 BHK Flat for Sale in Unione Residency, Bahrampur, Ghaziabad",10220687.35,Unknown,Ready to Move,3 out of 5,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Unione Residency,19882,3,150.8902525,2022,Not Registered,No,Yes
"2 BHK Flat for Sale in Sector 16, Noida",16353099.76,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,4,2,Noida, Sector 16,10000,2,480,2022,Registered,Yes,Yes
"4 BHK Flat for Sale in Elevate, Sector 50, Gurgaon",229965465.4,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,5,2,Gurgaon, Elevate,3556,4,18982.00225,2022,Registered,Yes,No
"5 BHK Flat for Sale in Sunworld Vanalika, Sector 107, Dadri Road, Noida",211227538.6,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,1,2,Noida, Sunworld Vanalika,7631,5,27680.19114,2022,Not Registered,Yes,No
2 BHK House for Sale in Burari New Delhi,5451033.254,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Delhi, Burari New Delhi,7631,2,714.3275133,2022,Registered,Yes,Yes
"2 BHK Flat for Sale in Pareena Micasa, Sector 68, Gurgaon",32365509.95,Chauhan Properties,Ready to Move,7 out of 35,New Property,North - East,Garden/Park,Freehold,2,3,Gurgaon, Pareena Micasa,7631,2,1244.922029,2022,Registered,No,No
"3 BHK Flat for Sale in Dwarka Sector 15, New Delhi",25211028.8,M G Properties,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Pool",Leasehold,3,2,Delhi, Dwarka Sector 15,5920,3,1250,2022,Registered,Yes,No
"4 BHK Flat for Sale in Jangpura Extension, Jangpura, New Delhi",255517183.8,Unknown,Ready to Move,Ground out of 4,New Property,East,"Garden/Park, Pool, Main Road",Freehold,4,3,Delhi, Jangpura Extension,27778,4,2699.9784,2022,Registered,Yes,No
> 10 BHK House for Sale in Kishan Ganj New Delhi,68137915.68,Unknown,Ready to Move,Ground out of 4,Resale,North - West,Main Road,Freehold,8,4,Delhi, Kishan Ganj New Delhi,5556,10,3599.712023,2022,Registered,Yes,Yes
"3 BHK Flat for Sale in Godrej 101, Sector 79, Gurgaon",61324124.11,Unknown,Ready to Move,4 out of 4,Resale,North - West,"Garden/Park, Main Road",Leasehold,3,2,Gurgaon, Godrej 101,7958,3,2261.874843,2022,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Saya Gold Avenue, Vaibhav Khand, Indirapuram, Ghaziabad",26914476.69,Unknown,Ready to Move,23 out of 36,New Property,North - East,"Garden/Park, Main Road",Leasehold,2,3,Ghaziabad, Saya Gold Avenue,7215,2,1094.941095,2022,Registered,Yes,Yes
"5 BHK House for Sale in Sector 15A, Noida Express Way Noida",306620620.6,Unknown,Ready to Move,2 out of 3,Resale,East,Garden/Park,Freehold,6,1,Noida, Sector 15A,19916,5,4518.979715,2022,Registered,Yes,Yes
"1 BHK Flat for Sale in Niti Khand-Indirapuram, Indirapuram, Ghaziabad",8857929.038,Unknown,Ready to Move,1 out of 5,Resale,East,Road,Not specified,1,3,Ghaziabad, Niti Khand-Indirapuram,4815,1,539.9792316,2022,Registered,Yes,Yes
2 BHK House for Sale in nawada bazar Najafgarh New Delhi,30662062.06,Unknown,Ready to Move,Ground out of 2,Resale,Not specified,Road,Not specified,2,4,Delhi, nawada bazar Najafgarh New Delhi,10101,2,891.000891,2022,Registered,Yes,No
"2 BHK Flat for Sale in Rama Park, Nawada, New Delhi",8687584.249,Unknown,Ready to Move,1 out of 4,Resale,Not specified,Road,Not specified,1,3,Delhi, Rama Park,4722,2,540.025413,2022,Registered,No,Yes
"3 BHK Flat for Sale in Sector 48, Gurgaon",56213780.43,Unknown,Ready to Move,5 out of 13,Resale,Not specified,Road,Not specified,3,1,Gurgaon, Sector 48,13462,3,1225.672263,2022,Not Registered,Yes,Yes
"3 BHK Flat for Sale in SKA Metro Ville, Eta 2, Eta, Greater Noida",24188960.07,Unknown,Ready to Move,28 out of 28,Resale,Not specified,Road,Not specified,3,1,Noida, SKA Metro Ville,6222,3,1141.112183,2022,Registered,Yes,Yes
"2 BHK Flat for Sale in Nyay Khand 1, Ghaziabad",13627583.14,Unknown,Ready to Move,Ground out of 10,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, Nyay Khand 1,6667,2,599.9700015,2022,Registered,Yes,No
"2 BHK Flat for Sale in Floridaa, Sector 82, Faridabad",8278756.755,Unknown,Ready to Move,2 out of 4,New Property,Not specified,Road,Not specified,3,2,Faridabad, Floridaa,3523,2,689.7530514,2022,Registered,No,Yes
"4 BHK Flat for Sale in Govindpuri Main, New Delhi",22144822.6,Unknown,Ready to Move,3 out of 4,Resale,Not specified,Road,Not specified,1,2,Delhi, Govindpuri Main,4583,4,1418.284966,2022,Registered,Yes,No
"3 BHK Flat for Sale in Mehrauli, New Delhi",28958614.16,Unknown,Ready to Move,3 out of 3,Resale,Not specified,Road,Not specified,1,2,Delhi, Mehrauli,8129,3,1045.63907,2022,Registered,Yes,Yes
"3 BHK House for Sale in DDA Shikha Apartment, Patparganj New Delhi",51103436.76,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,2,2,Delhi, DDA Shikha Apartment,7631,3,6696.820437,2022,Registered,Yes,Yes
"2 BHK Flat for Sale in JM Orchid, Sector 76, Noida",22485512.17,Gurgaon Realty,Ready to Move,15 out of 18,Resale,East,"Pool, Garden/Park, Main Road",Leasehold,2,4,Noida, JM Orchid,6633,2,995.0248756,2022,Registered,Yes,No
"2 BHK Flat for Sale in Kavi Nagar, Ghaziabad",18737926.81,Unknown,Ready to Move,2 out of 3,Resale,South - East,"Garden/Park, Pool, Main Road",Freehold,2,2,Ghaziabad, Kavi Nagar,6111,2,900.0163639,2022,Registered,Yes,Yes
"3 BHK Flat for Sale in Surya Kanishk Tower, Vaishali Sector 4, Ghaziabad",52806884.65,Unknown,Ready to Move,6 out of 9,Resale,South - East,Main Road,Freehold,3,3,Ghaziabad, Surya Kanishk Tower,6904,3,2245.075319,2022,Registered,Yes,Yes
"3 BHK Flat for Sale in Amolik Residency, Sector 86, Faridabad",28958614.16,Unknown,Poss. by Sep '23,2 out of 4,Resale,South,"Garden/Park, Pool, Main Road",Freehold,2,2,Faridabad, Amolik Residency,5484,3,1549.96353,2022,Registered,Yes,No
"8 BHK House for Sale in Ballabhgarh Sector 1, Mathura Road Faridabad",64731019.89,Unknown,Ready to Move,3 out of 3,New Property,East,Main Road,Leasehold,5,7,Faridabad, Ballabhgarh Sector 1,3800,8,5000,2022,Registered,Yes,No
"3 BHK Flat for Sale in New Chandrawal, Civil Lines, New Delhi",27255166.27,Unknown,Ready to Move,2 out of 5,Resale,East,"Garden/Park, Main Road",Leasehold,2,2,Delhi, New Chandrawal,7407,3,1080.059403,2022,Registered,Yes,Yes
"3 BHK Flat for Sale in Anarkali Colony, Krishna Nagar, New Delhi",34068957.84,Unknown,Ready to Move,4 out of 4,Resale,East,Main Road,Freehold,2,5,Delhi, Anarkali Colony,7407,3,1350.074254,2022,Registered,No,Yes
"4 BHK Flat for Sale in ATS Rhapsody, Noida Extension, Noida",64390330.32,Unknown,Poss. by Dec '23,24 out of 29,New Property,East,"Garden/Park, Pool",Leasehold,5,4,Noida, ATS Rhapsody,7875,4,2400,2022,Registered,Yes,No
"4 BHK Flat for Sale in Aba Cherry County, Tech Zone, Gautam Budh Nagar, Yamuna Expressway, Greater Noida",68137915.68,Unknown,Ready to Move,17 out of 29,Resale,South - East,Main Road,Leasehold,5,3,Noida, Aba Cherry County,8961,4,2231.893762,2022,Registered,Yes,Yes
2 BHK House for Sale in Alpha 1 Block D Greater Noida,76655155.14,Unknown,Ready to Move,Ground out of 1,Resale,East,"Garden/Park, Main Road",Freehold,2,3,Noida, Alpha 1 Block D Greater Noida,10451,2,2152.904028,2022,Registered,Yes,Yes
"2 BHK Flat for Sale in Prit latest proj, Greater Noida West, Noida",24223029.02,Unknown,Ready to Move,2 out of 4,Resale,East,Pool,Co-operative Society,3,2,Noida, Prit latest proj,7916,2,898.1808994,2022,Registered,Yes,Yes
"4 BHK Flat for Sale in Soami Nagar, New Delhi",84150325.86,Unknown,Ready to Move,10 out of 23,Resale,East,Road,Freehold,4,5,Delhi, Soami Nagar,8461,4,2919.276681,2022,Registered,Yes,Yes
8 BHK Villa for Sale in Soami Nagar New Delhi,681379156.8,Unknown,Ready to Move,7 out of 8,Resale,North,Road,Freehold,8,1,Delhi, Soami Nagar New Delhi,90909,8,2200.0022,2022,Registered,Yes,Yes
"3 BHK Flat for Sale in RG Luxury Homes, Greater Noida West, Greater Noida",22144822.6,Unknown,Ready to Move,1 out of 3,Resale,Not specified,Road,Not specified,2,3,Noida, RG Luxury Homes,4844,3,1341.866226,2022,Registered,Yes,Yes
"3 BHK Flat for Sale in NBCC Town, Tronica City, Ghaziabad",10220687.35,Unknown,Ready to Move,2 out of 3,Resale,Not specified,Road,Not specified,2,2,Ghaziabad, NBCC Town,2727,3,1100.110011,2022,Registered,Yes,No
"3 BHK Flat for Sale in Tagore Park, Mukherjee Nagar, New Delhi",85172394.6,Unknown,Ready to Move,1 out of 4,Resale,Not specified,Road,Not specified,3,1,Delhi, Tagore Park,12500,3,2000,2022,Registered,Yes,Yes
"4 BHK Flat for Sale in New Shivalik Society, Orchid Island, Sector 51, Sohna Road, Gurgaon",74951707.25,Unknown,Ready to Move,3 out of 28,Resale,Not specified,Road,Not specified,4,2,Gurgaon, New Shivalik Society,6875,4,3200,2022,Registered,Yes,Yes
3 BHK House for Sale in West Vinod Nagar New Delhi,42586197.3,Unknown,Ready to Move,1 out of 14,Resale,Not specified,Road,Not specified,1,2,Delhi, West Vinod Nagar New Delhi,20627,3,606.0018422,2022,Registered,Yes,Yes
"2 BHK Flat for Sale in Home and Soul F Premiere, Yamuna Expressway, Greater Noida",25551718.38,Unknown,Poss. by Aug '24,1 out of 4,Resale,Not specified,Road,Not specified,2,2,Noida, Home and Soul F Premiere,5435,2,1379.944802,2022,Registered,Yes,Yes
"1 BHK Flat for Sale in Supertech Eco Village, Greater Noida West, Greater Noida",9539308.195,Unknown,Ready to Move,2 out of 3,Resale,Not specified,Road,Not specified,1,2,Noida, Supertech Eco Village,4682,1,598.0350278,2022,Not Registered,No,Yes
"2 BHK Flat for Sale in Angel Mercury, Indirapuram, Ghaziabad",19419305.97,Unknown,Ready to Move,5 out of 22,Resale,North - East,Main Road,Freehold,2,1,Ghaziabad, Angel Mercury,4770,2,1194.968553,2022,Registered,No,Yes
"2 BHK Flat for Sale in Surya Deep Apartment, Ramprastha Colony, Ghaziabad",21122753.86,Unknown,Ready to Move,2 out of 2,Resale,South,"Garden/Park, Main Road",Freehold,2,1,Ghaziabad, Surya Deep Apartment,6889,2,899.9854841,2022,Registered,Yes,Yes
"2 BHK Flat for Sale in Pyramid Fusion Homes, Sector 70A, Gurgaon",17375168.5,Unknown,Ready to Move,1 out of 13,Resale,North - East,"Garden/Park, Main Road",Freehold,2,4,Gurgaon, Pyramid Fusion Homes,7522,2,678.0111672,2022,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Sagarpur West, Sagarpur, New Delhi",25551718.38,Unknown,Ready to Move,2 out of 5,Resale,East,"Pool, Main Road",Freehold,2,1,Delhi, Sagarpur West,7500,3,1000,2022,Registered,Yes,Yes
"2 BHK Flat for Sale in Srinagar Garden, New Delhi",21463443.44,Unknown,Ready to Move,4 out of 4,Resale,North - East,Main Road,Leasehold,2,2,Delhi, Srinagar Garden,8000,2,787.5,2022,Registered,Yes,No
"4 BHK Flat for Sale in Srinagar Garden, New Delhi",24529649.64,Unknown,Ready to Move,1 out of 4,Resale,North - East,"Main Road, Garden/Park",Freehold,2,1,Delhi, Srinagar Garden,6000,4,1200,2022,Registered,Yes,Yes
"3 BHK Flat for Sale in MKS La Royale, Indirapuram, Ghaziabad",34068957.84,Unknown,Ready to Move,9 out of 14,New Property,West,Road,Freehold,3,1,Ghaziabad, MKS La Royale,6944,3,1440.092166,2022,Registered,Yes,Yes
"1 BHK Flat for Sale in Srinagar Garden, New Delhi",8517239.46,Unknown,Ready to Move,3 out of 3,Resale,North - East,Road,Freehold,1,2,Delhi, Srinagar Garden,11304,1,221.1606511,2022,Registered,Yes,Yes
" Studio Apartment for Sale in Jaypee Greens Moon Court, Jaypee Greens, Greater Noida",17715858.08,Unknown,Ready to Move,17 out of 19,Resale,South -West,Road,Freehold,1,2,Noida, Jaypee Greens Moon Court,4639,1,1120.931235,2022,Registered,Yes,Yes
"3 BHK Flat for Sale in The Royal Cliff, NH 24, Ghaziabad",30662062.06,Unknown,Ready to Move,10 out of 19,Resale,East,Road,Leasehold,3,3,Ghaziabad, The Royal Cliff,8048,3,1118.290258,2022,Registered,No,Yes
"2 BHK Flat for Sale in Godrej 101, Sector 79, Gurgaon",40882749.41,Unknown,Ready to Move,4 out of 12,Resale,East,Road,Not specified,2,1,Gurgaon, Godrej 101,4000,2,3000,2022,Registered,No,Yes
"2 BHK Flat for Sale in Dadri Main Road, Greater Noida",6132412.411,Unknown,Ready to Move,1 out of 6,New Property,Not specified,Road,Not specified,1,1,Noida, Dadri Ma Road,3742,2,481.0261892,2022,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Uppal Plumeria Garden Estate, Omicron 3, Greater Noida",22144822.6,Unknown,Ready to Move,6 out of 15,Resale,Not specified,Road,Not specified,3,3,Noida, Uppal Plumeria Garden Estate,7812,3,832.0532514,2022,Registered,Yes,Yes
4 BHK House for Sale in Z Block Prem Nagar New Delhi,14308962.29,Unknown,Ready to Move,Ground out of 2,Resale,Not specified,Road,Not specified,3,2,Delhi, Z Block Prem Nagar New Delhi,11111,4,378.00378,2022,Registered,No,Yes
"1 BHK Flat for Sale in Khirki extension, Malviya Nagar, New Delhi",6473101.989,Unknown,Ready to Move,3 out of 5,Resale,Not specified,Road,Not specified,1,2,Delhi, Khirki extension,33333,1,57.00057001,2022,Registered,Yes,Yes
"2 BHK Flat for Sale in Burari Santan Nagar, Burari, New Delhi",8517239.46,Unknown,Ready to Move,1 out of 4,New Property,Not specified,Road,Not specified,2,2,Delhi, Burari Santan Nagar,7981,2,313.2439544,2022,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Doctors Apartment, Vasundhara Enclave, New Delhi",28958614.16,Unknown,Ready to Move,3 out of 3,Resale,Not specified,Road,Not specified,2,2,Delhi, Doctors Apartment,7778,2,1092.825919,2022,Registered,Yes,Yes
"3 BHK Flat for Sale in BPTP Park Elite Floors, Sector 85, Faridabad",12946203.98,Unknown,Ready to Move,1 out of 2,Resale,Not specified,Road,Not specified,2,2,Faridabad, BPTP Park Elite Floors,7857,3,483.6451572,2022,Registered,No,Yes
"1 BHK Flat for Sale in Sector 21D, Mathura Road, Faridabad",11924135.24,Unknown,Ready to Move,1 out of 2,Resale,Not specified,Road,Not specified,1,2,Faridabad, Sector 21D,5333,1,656.2910182,2022,Registered,Yes,Yes
"2 BHK Flat for Sale in Rohini Sector 24, New Delhi",18737926.81,Unknown,Ready to Move,1 out of 4,Resale,Not specified,Road,Not specified,2,2,Delhi, Rohini Sector 24,8494,2,647.5158936,2022,Registered,Yes,Yes
"2 BHK House for Sale in Shiv Vihar, Karawal Nagar New Delhi",20441374.7,Unknown,Ready to Move,2 out of 4,Resale,South,"Garden/Park, Pool, Main Road",Freehold,2,2,Delhi, Shiv Vihar,4444,2,1350.135014,2022,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Mahagun Estates III, Shalimar Garden Extension 1, Ghaziabad",16353099.76,Unknown,Ready to Move,11 out of 18,Resale,North - East,Main Road,Freehold,2,1,Ghaziabad, Mahagun Estates III,4000,2,1200,2022,Registered,No,Yes
"4 BHK Flat for Sale in Gwal Pahari, Gurgaon",51103436.76,Unknown,Poss. by Jun '24,1 out of 2,Resale,East,Main Road,Freehold,3,4,Gurgaon, Gwal Pahari,6818,4,2200.058668,2022,Registered,No,Yes
"5 BHK Flat for Sale in Kanhaiya Nagar, New Delhi",33046889.1,Unknown,Ready to Move,1 out of 6,Resale,North - East,"Garden/Park, Main Road",Freehold,2,2,Delhi, Kanhaiya Nagar,7760,5,1250,2022,Not Registered,Yes,Yes
"4 BHK Flat for Sale in Wave Veridia, Wave City, Ghaziabad",52806884.65,Unknown,Ready to Move,1 out of 4,New Property,North,Garden/Park,Leasehold,4,2,Ghaziabad, Wave Veridia,6499,4,2384.982305,2022,Registered,No,No
"2 BHK Flat for Sale in Techzone 4, Greater Noida",16012410.18,Unknown,Ready to Move,15 out of 17,Resale,East,Road,Not specified,2,2,Noida, Techzone 4,4921,2,955.0904288,2022,Registered,Yes,No
"4 BHK Flat for Sale in Aakriti Shantiniketan, Sector 143, Noida Express Way, Noida",97096529.84,Unknown,Ready to Move,4 out of 4,Resale,Not specified,Road,Not specified,4,3,Noida, Aakriti Shantiniketan,10364,4,2749.903512,2022,Not Registered,Yes,Yes
3 BHK House for Sale in govind pura New Delhi,73248259.35,Unknown,Ready to Move,16 out of 20,Resale,Not specified,Road,Not specified,1,1,Delhi, govind pura New Delhi,23889,3,899.995814,2022,Not Registered,Yes,No
"2 BHK Flat for Sale in New Industrial Township 3, Mathura Road, Faridabad",14649651.87,Unknown,Poss. by Jan '25,4 out of 12,Resale,Not specified,Road,Not specified,2,3,Faridabad, New Industrial Township 3,4641,2,926.5244559,2022,Registered,Yes,No
"3 BHK Flat for Sale in Techzone 4, Greater Noida",18737926.81,Unknown,Ready to Move,10 out of 14,Resale,Not specified,Road,Not specified,2,2,Noida, Techzone 4,9000,3,611.1111111,2022,Registered,Yes,Yes
"2 BHK Flat for Sale in Sector 77, Delhi Gurgaon Expressway, Gurgaon",42926886.88,Unknown,Ready to Move,Ground out of 4,New Property,Not specified,Road,Not specified,2,1,Gurgaon, Sector 77,2778,2,4535.637149,2022,Not Registered,Yes,Yes
6 BHK House for Sale in Uttam Nagar West New Delhi,30662062.06,Unknown,Ready to Move,3 out of 4,Resale,Not specified,Road,Not specified,3,4,Delhi, Uttam Nagar West New Delhi,20000,6,450,2022,Registered,Yes,No
"2 BHK Flat for Sale in M3M Woodshire, Sector 107, Gurgaon",30662062.06,Unknown,Ready to Move,2 out of 3,Resale,Not specified,Road,Not specified,2,3,Gurgaon, M3M Woodshire,5303,2,1697.152555,2022,Registered,No,Yes
"3 BHK Flat for Sale in Greater Kailash Builder Floors, Greater Kailash, New Delhi",153310310.3,Unknown,Ready to Move,14 out of 17,Resale,Not specified,Road,Not specified,3,2,Delhi, Greater Kailash Builder Floors,5009,3,8983.829108,2022,Registered,Yes,Yes
"4 BHK House for Sale in Sihani Gate, Naya Ganj Ghaziabad",18737926.81,Unknown,Ready to Move,17 out of 18,Resale,Not specified,Road,Not specified,4,2,Ghaziabad, Sihani Gate,5882,4,935.0561034,2022,Not Registered,No,No
3 BHK House for Sale in Bhajanpura New Delhi,30662062.06,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,4,2,Delhi, Bhajanpura New Delhi,7631,3,4018.092262,2022,Registered,Yes,Yes
"1 BHK Flat for Sale in Sector 62, Gurgaon",2895861.416,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,1,2,Gurgaon, Sector 62,7631,1,379.4864915,2022,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Antriksh Forest, Sector 77, Noida",37475853.62,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,4,2,Noida, Antriksh Forest,7631,3,4911.001654,2022,Registered,No,Yes
5 BHK House for Sale in Sector 8 Gurgaon,27936545.43,Unknown,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,5,2,Gurgaon, Sector 8 Gurgaon,7631,5,3660.928506,2022,Registered,No,No
"2 BHK Flat for Sale in Conscient Habitat 78, Sector 78, Faridabad",8687584.249,Friends Homes,Ready to Move,8 out of 14,Resale,North - East,"Garden/Park, Main Road",Freehold,2,2,Faridabad, Conscient Habitat 78,4352,2,585.9375,2022,Registered,Yes,No
"2 BHK Flat for Sale in Shalimar bagh, New Delhi",37475853.62,Hitesh Chhabra,Ready to Move,Ground out of 4,Resale,West,Garden/Park,Freehold,2,2,Delhi, Shalimar bagh,14667,2,749.9829549,2022,Registered,Yes,No
"6 BHK House for Sale in Ganesh Nagar, Tilak Nagar New Delhi",28958614.16,Unknown,Ready to Move,Ground out of 2,Resale,North - East,Garden/Park,Freehold,2,1,Delhi, Ganesh Nagar,6746,6,1260.005929,2022,Registered,Yes,Yes
"3 BHK Flat for Sale in Ompee Homes 14, Sector 110, Gurgaon",13627583.14,Unknown,Ready to Move,Upper Basement out of 1,Resale,North - East,"Garden/Park, Main Road",Freehold,3,2,Gurgaon, Ompee Homes 14,4000,3,1000,2022,Registered,No,Yes
"2 BHK Flat for Sale in Sector 112, Gurgaon",23848270.49,Unknown,Ready to Move,4 out of 9,Resale,North - West,Garden/Park,Freehold,2,1,Gurgaon, Sector 112,5714,2,1225.061253,2022,Registered,Yes,No
"3 BHK Flat for Sale in Earth Copia, Sector 112, Gurgaon",43608266.03,Unknown,Ready to Move,6 out of 14,Resale,North - West,"Garden/Park, Pool, Main Road",Freehold,3,2,Gurgaon, Earth Copia,7000,3,1828.571429,2022,Registered,Yes,No
"2 BHK Flat for Sale in Shree Krishna Residency, Uttam Nagar, New Delhi",8176549.881,Unknown,Ready to Move,3 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,2,4,Delhi, Shree Krishna Residency,4444,2,540.0540054,2022,Registered,Yes,Yes
